URL,Clicks,Impressions,CTR,Position
"https://www.medical365.in/patient-demographics",0,10,"0.00%",55.5
"https://www.medical365.in/asset-management",0,10,"0.00%",70.8
"https://www.medical365.in/hospital-management-software-patna",0,9,"0.00%",4.67
"https://www.medical365.in/nursing-management-system-vaishali-nagar",0,9,"0.00%",6.78
"https://www.medical365.in/healthcare-crm-mansarovar-jaipur",0,9,"0.00%",17.11
"https://www.medical365.in/hospital-management-software-delhi",0,9,"0.00%",22.44
"https://www.medical365.in/clinical-trial-management",0,9,"0.00%",48.78
"https://www.medical365.in/hospital-management-software-bikaner",0,8,"0.00%",6.12
"https://www.medical365.in/telemedicine-platform-sikar",0,8,"0.00%",6.12
"https://www.medical365.in/emr-software-jodhpur",0,8,"0.00%",11.12
"https://www.medical365.in/healthcare-feedback-satisfaction-surveys-alwar",0,8,"0.00%",13.5
"https://www.medical365.in/emr-software-hospitals-bikaner",0,8,"0.00%",16.12
"https://www.medical365.in/hospital-bed-management-software-bapu-nagar-jaipur",0,8,"0.00%",31.62
"https://www.medical365.in/retina-imaging-integration",0,8,"0.00%",31.62
"https://www.medical365.in/vaccination-tracking",0,8,"0.00%",46.75
"https://www.medical365.in/general-practice-ehr",0,8,"0.00%",48.5
"https://www.medical365.in/healthcare-crm-tonk-road-jaipur",0,8,"0.00%",63.62
"https://www.medical365.in/lims-laboratory-information-management-bharatpur",0,7,"0.00%",3.57
"https://www.medical365.in/clinical-assessment-form-software-bapu-nagar-jaipur",0,7,"0.00%",5
"https://www.medical365.in/healthcare-kiosk-providers-malviya-nagar",0,7,"0.00%",6.29
"https://www.medical365.in/hospital-hrms-bikaner",0,7,"0.00%",8.71
"https://www.medical365.in/hospital-hrms-malviya-nagar",0,7,"0.00%",13.57
"https://www.medical365.in/hospital-hrms-vaishali-nagar",0,7,"0.00%",15.14
"https://www.medical365.in/healthcare-crm-mansarovar",0,7,"0.00%",17.43
"https://www.medical365.in/mental-health-ehr",0,7,"0.00%",27.57
"https://www.medical365.in/patient-portal-software-kota",0,7,"0.00%",28
"https://www.medical365.in/healthcare-cloud-migration-services-jaipur",0,7,"0.00%",28.57
"https://www.medical365.in/behavioral-history",0,7,"0.00%",29.14
"https://www.medical365.in/pregnancy-tracking",0,7,"0.00%",35.29
"https://www.medical365.in/implementation",0,7,"0.00%",36.57
"https://www.medical365.in/implant-records",0,7,"0.00%",40.71
"https://www.medical365.in/revenue-cycle-management-raja-park",0,7,"0.00%",41.14
"https://www.medical365.in/radiation-therapy-records",0,7,"0.00%",46.86
"https://www.medical365.in/hospital-hrms-c-scheme",0,6,"0.00%",4.17
"https://www.medical365.in/hospital-it-cloud-migration-raja-park",0,6,"0.00%",5.17
"https://www.medical365.in/abha-compliance-software-jagatpura-jaipur",0,6,"0.00%",5.67
"https://www.medical365.in/medical-robotic-process-automation-jagatpura",0,6,"0.00%",7
"https://www.medical365.in/patient-portal-software-bikaner",0,6,"0.00%",7.17
"https://www.medical365.in/fhir-hl7-compliant-software-kota",0,6,"0.00%",8.33
"https://www.medical365.in/population-health",0,6,"0.00%",19.33
"https://www.medical365.in/hospital-data-backup-recovery-kota",0,6,"0.00%",23.17
"https://www.medical365.in/hospital-online-scheduling-software-udaipur",0,6,"0.00%",25
"https://www.medical365.in/oncology-reports",0,6,"0.00%",25.33
"https://www.medical365.in/emr-software-kota",0,6,"0.00%",26
"https://www.medical365.in/hospital-revenue-cycle-management-rajasthan",0,6,"0.00%",28.83
"https://www.medical365.in/fracture-management",0,6,"0.00%",47.17
"https://www.medical365.in/therapy-session-notes",0,6,"0.00%",48.33
"https://www.medical365.in/reporting-analytics",0,6,"0.00%",76.83
"https://www.medical365.in/healthcare-crm-bikaner",0,5,"0.00%",3.4
"https://www.medical365.in/medical-asset-inventory-management-vaishali-nagar",0,5,"0.00%",4.4
"https://www.medical365.in/abha-compliance-software-malviya-nagar",0,5,"0.00%",4.6
"https://www.medical365.in/clinical-assessment-form-software-pali",0,5,"0.00%",6.2
"https://www.medical365.in/hospital-hrms-sri-ganganagar",0,5,"0.00%",7.4
"https://www.medical365.in/operation-theater-management-raja-park",0,5,"0.00%",7.6
"https://www.medical365.in/telemedicine-platform-bapu-nagar",0,5,"0.00%",8
"https://www.medical365.in/patient-mobile-app-developers-rajasthan",0,5,"0.00%",8.8
"https://www.medical365.in/operation-theater-management-jagatpura",0,5,"0.00%",9.6
"https://www.medical365.in/hospital-bed-management-software-kota",0,5,"0.00%",15.4
"https://www.medical365.in/accounts-payable",0,5,"0.00%",35.8
"https://www.medical365.in/inventory-assets",0,5,"0.00%",43.2
"https://www.medical365.in/hospital-management-software-bapu-nagar",0,5,"0.00%",53.6
"https://www.medical365.in/lims-laboratory-information-management-jagatpura",0,4,"0.00%",2.5
"https://www.medical365.in/medical-asset-inventory-management-bapu-nagar",0,4,"0.00%",2.5
"https://www.medical365.in/abha-compliance-software-alwar",0,4,"0.00%",4.75
"https://www.medical365.in/clinic-management-system-tonk-road",0,4,"0.00%",5.25
"https://www.medical365.in/hospital-online-scheduling-software-bapu-nagar-jaipur",0,4,"0.00%",5.5
"https://www.medical365.in/medical-asset-inventory-management-jodhpur",0,4,"0.00%",5.75
"https://www.medical365.in/clinic-management-system-sikar",0,4,"0.00%",6
"https://www.medical365.in/revenue-cycle-management-c-scheme-jaipur",0,4,"0.00%",6
"https://www.medical365.in/integrated-population-healthcare-management-kota",0,4,"0.00%",7
"https://www.medical365.in/hospital-data-backup-recovery-jhotwara",0,4,"0.00%",7.25
"https://www.medical365.in/medical-robotic-process-automation-mansarovar",0,4,"0.00%",7.25
"https://www.medical365.in/hospital-queue-token-management-c-scheme",0,4,"0.00%",7.5
"https://www.medical365.in/healthcare-crm-vaishali-nagar-jaipur",0,4,"0.00%",7.75
"https://www.medical365.in/hospital-hrms-c-scheme-jaipur",0,4,"0.00%",7.75
"https://www.medical365.in/hospital-bed-management-software-sri-ganganagar",0,4,"0.00%",8.25
"https://www.medical365.in/clinic-management-system-vaishali-nagar-jaipur",0,4,"0.00%",9.75
"https://www.medical365.in/healthcare-crm-alwar",0,4,"0.00%",10.5
"https://www.medical365.in/hospital-bed-management-software-alwar",0,4,"0.00%",18.75
"https://www.medical365.in/emr-software-c-scheme",0,4,"0.00%",22.75
"https://www.medical365.in/pricing",0,4,"0.00%",34
"https://www.medical365.in/paediatric-ehr",0,4,"0.00%",55.75
"https://www.medical365.in/hospital-management-software-sri-ganganagar",0,3,"0.00%",1
"https://www.medical365.in/hospital-management-software-ajmer",0,3,"0.00%",2
"https://www.medical365.in/lims-laboratory-information-management-raja-park",0,3,"0.00%",3
"https://www.medical365.in/hospital-ledger-accounting-software-bikaner",0,3,"0.00%",4
"https://www.medical365.in/abha-compliance-software-sikar",0,3,"0.00%",4.33
"https://www.medical365.in/telemedicine-platform-jaipur",0,3,"0.00%",4.33
"https://www.medical365.in/healthcare-kiosk-providers-pali",0,3,"0.00%",4.67
"https://www.medical365.in/hospital-hrms-ajmer",0,3,"0.00%",4.67
"https://www.medical365.in/clinic-management-system-raja-park-jaipur",0,3,"0.00%",5.67
"https://www.medical365.in/revenue-cycle-management-jhotwara-jaipur",0,3,"0.00%",6
"https://www.medical365.in/emr-software-pali",0,3,"0.00%",6.33
"https://www.medical365.in/revenue-cycle-management-vaishali-nagar",0,3,"0.00%",7
"https://www.medical365.in/healthcare-crm-bhilwara",0,3,"0.00%",7.33
"https://www.medical365.in/hospital-queue-token-management-pali",0,3,"0.00%",7.33
"https://www.medical365.in/integrated-population-healthcare-management-alwar",0,3,"0.00%",7.33
"https://www.medical365.in/integrated-population-healthcare-management-c-scheme-jaipur",0,3,"0.00%",7.33
"https://www.medical365.in/revenue-cycle-management-udaipur",0,3,"0.00%",7.33
"https://www.medical365.in/hospital-software-vaishali-nagar",0,3,"0.00%",7.67
"https://www.medical365.in/abha-compliance-software-bharatpur",0,3,"0.00%",8.33
"https://www.medical365.in/hospital-hrms-tonk-road",0,3,"0.00%",8.67
"https://www.medical365.in/abha-compliance-software-bhilwara",0,3,"0.00%",9
"https://www.medical365.in/operation-theater-management-tonk-road",0,3,"0.00%",9
"https://www.medical365.in/clinic-management-system-jagatpura",0,3,"0.00%",9.33
"https://www.medical365.in/telemedicine-platform-jodhpur",0,3,"0.00%",9.33
"https://www.medical365.in/healthcare-kiosk-providers-tonk-road",0,3,"0.00%",9.67
"https://www.medical365.in/hospital-bed-management-software-pali",0,3,"0.00%",10.33
"https://www.medical365.in/outpatient-software-solutions-raja-park",0,3,"0.00%",10.33
"https://www.medical365.in/hospital-it-cloud-migration-jodhpur",0,3,"0.00%",11.33
"https://www.medical365.in/abha-compliance-software-hospitals-kota",0,3,"0.00%",15
"https://www.medical365.in/inpatient-management-software-bikaner",0,3,"0.00%",15
"https://www.medical365.in/medical-robotic-process-automation-jodhpur",0,3,"0.00%",15.67
"https://www.medical365.in/hospital-hrms-jagatpura",0,3,"0.00%",19
"https://www.medical365.in/clinic-management-system-ajmer",0,3,"0.00%",25.67
"https://www.medical365.in/dental-procedure-history",0,3,"0.00%",69
"https://www.medical365.in/hospital-bed-management-software-jhotwara",0,2,"0.00%",1
"https://www.medical365.in/lims-laboratory-information-management-bikaner",0,2,"0.00%",1
"https://www.medical365.in/telemedicine-platform-udaipur",0,2,"0.00%",2
"https://www.medical365.in/revenue-cycle-management-ajmer",0,2,"0.00%",3
"https://www.medical365.in/healthcare-kiosk-providers-udaipur",0,2,"0.00%",3.5
"https://www.medical365.in/hospital-it-cloud-migration-udaipur",0,2,"0.00%",3.5
"https://www.medical365.in/hospital-queue-token-management-ajmer",0,2,"0.00%",3.5
"https://www.medical365.in/patient-portal-software-jodhpur",0,2,"0.00%",3.5
"https://www.medical365.in/revenue-cycle-management-sri-ganganagar",0,2,"0.00%",3.5
"https://www.medical365.in/abha-compliance-software-jagatpura",0,2,"0.00%",4
"https://www.medical365.in/emr-software-jaipur",0,2,"0.00%",4
"https://www.medical365.in/fhir-hl7-compliant-software-udaipur",0,2,"0.00%",4
"https://www.medical365.in/healthcare-crm-c-scheme",0,2,"0.00%",4
"https://www.medical365.in/hospital-management-software-alwar",0,2,"0.00%",4.5
"https://www.medical365.in/inpatient-management-software-jhotwara-jaipur",0,2,"0.00%",4.5
"https://www.medical365.in/lims-laboratory-information-management-mansarovar",0,2,"0.00%",4.5
"https://www.medical365.in/stress-test-management",0,2,"0.00%",4.5
"https://www.medical365.in/healthcare-crm-raja-park",0,2,"0.00%",5
"https://www.medical365.in/vaccine-management-system-malviya-nagar",0,2,"0.00%",5
"https://www.medical365.in/healthcare-crm-jagatpura-jaipur",0,2,"0.00%",5.5
"https://www.medical365.in/healthcare-kiosk-providers-c-scheme",0,2,"0.00%",5.5
"https://www.medical365.in/medical-asset-inventory-management-tonk-road",0,2,"0.00%",5.5
"https://www.medical365.in/abha-compliance-software-sri-ganganagar",0,2,"0.00%",6
"https://www.medical365.in/healthcare-crm-jhotwara",0,2,"0.00%",6
"https://www.medical365.in/hospital-it-cloud-migration-c-scheme",0,2,"0.00%",6
"https://www.medical365.in/hospital-queue-token-management-jagatpura",0,2,"0.00%",6
"https://www.medical365.in/medical-robotic-process-automation-raja-park",0,2,"0.00%",6
"https://www.medical365.in/multi-facility-hospital-software-tonk-road",0,2,"0.00%",6
"https://www.medical365.in/medical-robotic-process-automation-tonk-road",0,2,"0.00%",6.5
"https://www.medical365.in/pricing_section",0,2,"0.00%",6.5
"https://www.medical365.in/abha-compliance-software-mansarovar-jaipur",0,2,"0.00%",7
"https://www.medical365.in/healthcare-feedback-satisfaction-surveys-raja-park",0,2,"0.00%",7
"https://www.medical365.in/emr-software-c-scheme-jaipur",0,2,"0.00%",7.5
"https://www.medical365.in/hospital-data-backup-recovery-ajmer",0,2,"0.00%",7.5
"https://www.medical365.in/integrated-population-healthcare-management-jagatpura",0,2,"0.00%",8
"https://www.medical365.in/telemedicine-platform-mansarovar",0,2,"0.00%",8.5
"https://www.medical365.in/healthcare-kiosk-providers-sri-ganganagar",0,2,"0.00%",9
"https://www.medical365.in/patient-portal-software-vaishali-nagar-jaipur",0,2,"0.00%",9
"https://www.medical365.in/telemedicine-platform-c-scheme",0,2,"0.00%",9
"https://www.medical365.in/vaccine-management-system-malviya-nagar-jaipur",0,2,"0.00%",9
"https://www.medical365.in/healthcare-kiosk-providers-bhilwara",0,2,"0.00%",9.5
"https://www.medical365.in/vaccine-management-system-sri-ganganagar",0,2,"0.00%",9.5
"https://www.medical365.in/vaccine-management-system-vaishali-nagar",0,2,"0.00%",9.5
